Station,Date,Latitude,Longitude,Elevation,Slope,RelativeHumidity_Min,RelativeHumidity_Max,Cloud_Cover_Avg,Precipitation_Avg,Wind_Speed_Avg,Latent_Heat_Flux,Solar_Radiation,TToday_Max,TToday_Min,TrendTMAX,TrendTMIN,Error_Tmax_Iniziale,Error_Tmin_Iniziale,LDAPS_Tmax_lapse,LDAPS_Tmin_lapse,Next_Tmax,Next_Tmin,ErroreTmin_Lag1,ErroreTmax_Lag1,ErroreTmin_Lag2,ErroreTmax_Lag2,ErroreTmin_Lag3,ErroreTmax_Lag3,ErroreTmin_Lag4,ErroreTmax_Lag4,ErroreTmin_Lag5,ErroreTmax_Lag5,ErroreTmin_Lag6,ErroreTmax_Lag6
3,2017-07-15,37.5776,127.058,33.3068,0.2661,76.64768219,94.24105072,0.7637095625,4.04177987575,8.069668194,34.21725851,5721.618652,26.8,22.8,-6.4,-2.5,0.869858149999999,-0.898140089999998,27.63014185,23.99814009,28.5,23.1,-1.1499129,-4.28603263,-0.875978959999998,-0.297824719999994,-0.846144189999997,-0.270352040000006,-0.327425179999999,1.48057124,-0.585904679999999,1.47680186,-1.84279851,-2.57495236
4,2017-07-15,37.645,127.022,45.716,2.5348,88.8059845,98.52762604,0.704929305,5.151076668750001,8.792972445,55.41206216,5714.666992,27.9,22.8,-6.7,-2.9,2.67654244,-0.789696329999998,27.32345756,23.88969633,30,23.1,-0.4826917,-2.38694266,1.8602813,3.27306081,1.37503857,3.19599128,1.84453959,3.7730206,0.34066601,3.55413405,-0.923373609999999,-1.26092115
5,2017-07-15,37.5507,127.135,35.038,0.5055,82.70937347,96.52519989,0.74538590775,3.98042090825,7.565885305,57.52373219,5716.302246,26.8,22.7,-6.6,-1.5,0.94335744,-1.0669651,27.45664256,23.7669651,28.4,22.7,-0.81642222,-3.63736426,-0.56249961,1.14057979,-0.99495555,1.16930413,0.597678519999999,2.30421679,-0.8719997,1.87376047,-1.95732879,-1.89293857
6,2017-07-15,37.5102,127.042,54.6384,0.1457,81.01446533,92.72882843,0.7571890055,4.01059410725,7.78447485,48.91318711,5730.499023,27.0,22.8,-6.5,-3.5,1.62012325,-1.08563412,27.17987675,24.08563412,28.8,23,-1.21469716,-2.81868226,0.457722610000001,1.12459707,-0.429800659999998,1.57684677,0.757657300000002,2.50142085,-0.072591580000001,3.30871313,-1.26377247,-0.669086909999997
7,2017-07-15,37.5776,126.838,12.37,0.0985,86.81069183,97.60907745,0.7349100215,4.635899273,7.859002848,72.13014348,5706.640625,26.8,22.8,-5.9,-3.4,1.96512726,-1.09560001,27.03487274,24.19560001,29,23.1,-1.56192589,-2.75969871,0.667717769999999,2.66222958,0.925978690000001,3.66146033,1.8518095,3.86109542,-0.529197720000003,2.95252288,-1.83597608,-1.29783874
8,2017-07-15,37.4697,126.91,52.518,1.5629,84.21905518,94.4400177,0.758636897,5.310031104249999,8.431622605,38.75311522,5719.192871,27.1,23.4,-6.3,-3.1,2.24537439,-0.743148690000002,26.85462561,23.74314869,29.1,23,-0.745488570000003,-1.89094661,0.934301340000001,2.26735311,0.14965724,2.42105425,0.975774380000001,3.34958135,0.361962980000001,2.57654231,-0.841331480000001,-1.40105414
9,2017-07-15,37.4967,126.826,50.9312,0.4125,87.09177399,95.67519379,0.7521491015,4.08815683,8.137517353,41.71859336,5734.894531,26.4,22.7,-7.6,-2.6,2.72745175,-0.574151560000001,26.57254825,23.57415156,29.3,23,-1.27125497,-2.84603287,0.672096450000002,3.87460664,-0.173015809999999,3.48829581,0.728332529999999,4.628445,-0.26487418,3.99186791,-1.22836841,-0.507318290000001
10,2017-07-15,37.4562,126.955,208.507,5.1782,85.51335144,95.38874817,0.7603275755,5.347849469500001,9.896083196,26.25078718,5735.364746,25.2,21.9,-5.7,-1.0,1.34312378,-1.11568075,25.75687622,23.11568075,27.1,22,-1.17437542,-2.87243622,-1.76441248,0.645923,-2.31427111,2.00726984,-1.43089731,2.92297372,-0.00337820000000022,2.32511941,-0.768884419999999,-1.42773735
11,2017-07-15,37.5372,127.085,28.7,0.6233,78.8852005,94.18239594,0.7437754405,4.001727821499999,7.57633547,47.06489197,5723.078613,26.8,22.5,-5.8,-2.6,0.98594156,-1.24476627,27.61405844,24.14476627,28.6,22.9,-1.54408813,-3.70646991,-0.737662859999997,-0.527124669999999,-1.38077003,0.6072718,0.0450961899999989,2.1941803,0,0,0,0
12,2017-07-15,37.5507,126.988,132.118,0.5931,81.24248505,95.28955078,0.7619714209999999,4.1294429605,8.370170772,33.16712475,5780.483887,26.3,21.4,-6.9,-3.1,2.67639354,-1.83182763,26.52360646,23.63182763,29.2,21.8,-2.03926407,-3.63381674,-1.45773635,1.17956651,-1.06573581,0.780018900000002,-0.544384399999998,3.94091595,-1.26498964,3.40517055,-1.91783487,-3.02575338
13,2017-07-15,37.5776,127.083,59.8324,2.6865,77.470047,93.86893463,0.75602714675,3.81736068925,7.584915777,38.17874356,5715.945801,27.0,23.0,-7.9,-3.2,2.01215844,-0.627990650000001,27.38784156,23.92799065,29.4,23.3,-0.72242306,-3.95038861,0.566337999999998,1.63739078,0.0353383400000027,1.06792766,0.191609150000001,4.34933913,-0.129669,2.13188095,-1.52159923,-1.55557172
14,2017-07-15,37.4967,126.927,30.968,0.618,80.96459961,93.80117798,0.7401269885,4.363622089,8.444626311,38.23821263,5714.919434,27.3,22.9,-6.0,-3.0,2.12228818,-1.06448402,27.27771182,24.16448402,29.4,23.1,-1.42949441,-2.55366767,-0.373977550000003,1.27549278999999,-1.33241834,1.39856323,0.547264479999999,2.45083998,-0.281303640000001,2.05710915,-1.49207904,-1.95199602
15,2017-07-15,37.5507,126.937,30.0464,0.8552,80.67474365,94.52577209,0.747774086,4.52022587675,7.952442547,36.26802609,5725.915039,27.6,22.5,-6.1,-3.3,2.50268234,-1.0697785,27.29731766,24.1697785,29.8,23.1,-1.79728289,-3.00674696,-0.940306809999999,1.43631901000001,-0.79816667,0.69074247,0.23525325,2.6411303,-0.639302439999998,1.97833936,-1.36458276,-2.38459942
16,2017-07-15,37.4697,126.995,82.2912,2.2579,82.72869873,92.49834442,0.7065704337500001,4.823156063500001,8.964071949,46.62646508,5712.382324,25.6,22.3,-6.3,-1.6,1.06330943,-1.39415792,27.03669057,23.69415792,28.1,22.3,-1.3223849,-3.73297732,-1.81979608,0.423534149999998,-1.5898766,1.40335756,-1.57713943,2.57147682,-0.563023810000001,1.97845935,-1.50340745,-2.47073289
17,2017-07-15,37.6181,127.099,53.4712,0.697,80.28157806,94.95713806,0.7266224375000001,3.643189172,6.990194609,48.42600183,5729.48584,26.6,22.6,-6.8,-0.6,1.98984643,-1.01306175,27.31015357,23.51306175,29.3,22.5,-0.941570109999997,-4.15869756,-0.841417249999999,1.05261847,-1.22210027,1.19690222,-2.27381086,2.66128727,-0.28307247,1.72863473,-1.80343128,-2.22600675
18,2017-07-15,37.4832,127.024,56.4448,1.2313,82.0847168,94.44692993,0.7252757125,4.42155208575,7.626323233,50.38809896,5719.58252,26.9,22.7,-7.7,-2.9,2.39512098,-1.30251865,27.20487902,24.00251865,29.6,22.7,-1.19827737,-2.68271994,0.369662870000003,2.86987188,-1.25249437,2.25702815,-0.114730820000002,4.38328957,-0.28481996,3.39203955,-1.16501406,-1.69299787
19,2017-07-15,37.5776,126.938,75.0924,1.7678,83.34283447,95.40441895,0.75095284075,4.599834169499999,7.633259038,37.72958664,5752.715332,27.3,22.4,-5.9,-2.3,2.19839293,-0.98209207,26.70160707,23.88209207,28.9,22.9,-1.20126537,-2.80850504,-1.36298296,1.76061037,-1.18473758,2.27358547,-0.230530720000001,3.7115051,-0.166536780000001,2.82184812,-1.08839788,-2.28372202
20,2017-07-15,37.6181,127.004,146.554,4.7296,94.84165955,99.4708252,0.7884372497500001,4.894341023750001,9.80040741,19.70719371,5794.404297,27.3,22.7,-5.6,-2.1,2.67489835,-0.476973109999999,25.72510165,23.17697311,28.4,22.7,0.0684639999999987,-1.93753834,1.16282157,2.51027702,0.585805839999999,2.8259833,0.39179961,4.16112195,0.655156390000002,3.45486866,-0.371242440000003,-1.04588602
21,2017-07-15,37.5507,127.04,26.298,0.5721,78.45019531,93.74242401,0.747726429,3.975267167,8.252602369,37.05505951,5717.564453,27.0,22.7,-7.4,-3.4,0.89905181,-1.00818065,27.60094819,24.10818065,28.5,23.1,-1.35669585,-4.02767951,-0.533178499999998,0.970679159999996,-0.702490620000003,-0.588312080000001,-0.184755460000002,1.11840004,-0.257432699999999,0.729701310000003,-1.60857162,-1.94536259
22,2017-07-15,37.5102,127.086,21.9668,0.1332,81.03652954,93.32997131,0.73934402975,4.3311972465,7.629470825,58.53475078,5710.013672,26.8,22.9,-6.9,-3.4,1.42482447,-0.96887813,27.57517553,24.16887813,29,23.2,-0.94330948,-3.24551109,0.633457719999999,1.41953401,0.429569220000001,1.93640866,0.81830381,3.16396286,-0.483083890000003,3.37783739,-1.34648109,-1.21660285
23,2017-07-15,37.5372,126.891,15.5876,0.1554,83.7013092,94.78282166,0.7145756292500001,4.40536745425,8.188282847,53.78266311,5708.915039,27.3,22.8,-6.5,-4.0,2.3032121,-1.05920307,27.0967879,24.25920307,29.4,23.2,-1.73237963,-2.34673919,0.734248279999999,2.73612368,-0.0722770999999973,2.50666533,1.30536847,4.56943909,-0.247530560000001,3.51090745,-1.57692756,-1.59453371
24,2017-07-15,37.5237,126.909,17.2956,0.2223,82.06507111,94.57436371,0.7222324105,4.4723447375,8.241860112,48.43618592,5707.32959,27.9,23.2,-6.5,-3.9,2.66895994,-0.851685070000002,27.23104006,24.25168507,29.9,23.4,-1.33430204,-1.89831033,0.840393390000003,2.82799827,0.338471769999998,2.24848996,1.03481102,4.1162287,-0.063716300000003,3.45136218,-1.17605551,-1.24587769
25,2017-07-15,37.5237,126.97,19.5844,0.2713,79.6061554,93.51419067,0.7523262705,3.9806064887500003,8.203332762,37.12472619,5713.243652,27.6,23.0,-5.7,-3.7,1.77409645,-1.19507111,27.52590355,24.29507111,29.3,23.1,-1.46064947,-2.95093361,-0.133317680000001,0.33093787,-1.46893513,0.736324569999994,0.342422490000001,2.44603695,-0.347804400000001,1.35600385,-1.34513951,-2.27530313
1,2017-07-16,37.6046,126.991,212.335,2.785,73.33375549,96.29646301,0.47718490350000003,0.0,6.957715581,68.17681146,5841.619141,26.7,21.4,1.5,0.2,-1.51589008,-2.19057792,28.21589008,24.09057792,26.7,21.9,-1.5263234,1.42841248,-1.30845243,-3.56614942,-0.289430750000001,0.794126009999999,-0.65677659,0.593101669999999,0.132893919999997,2.53692439,-0.847421090000001,1.67928129
2,2017-07-16,37.6046,127.032,44.7624,0.5141,64.18071747,89.62153625,0.429791721,0.0,6.929765383,52.08320149,5713.085449,28.5,22.6,1.0,0.0,-1.59837379,-2.27042041,30.59837379,25.57042041,29,23.3,-1.27098354,0.965476280000001,-1.34301987,-2.95906568,-1.34174171,0.861234760000002,-2.07497368,0.731902029999997,-1.64149495,2.45973012,-1.29461964,1.50570002
3,2017-07-16,37.5776,127.058,33.3068,0.2661,60.28287125,85.12820435,0.4503190735,0.0,7.167026003,11.20307259,5707.422852,28.5,23.1,1.7,0.3,-2.36944075,-2.39636246,31.86944075,26.19636246,29.5,23.8,-0.898140089999998,0.869858149999999,-1.1499129,-4.28603263,-0.875978959999998,-0.297824719999994,-0.846144189999997,-0.270352040000006,-0.327425179999999,1.48057124,-0.585904679999999,1.47680186
4,2017-07-16,37.645,127.022,45.716,2.5348,74.7917099,97.00634003,0.37472962175,0.0,6.63999025,98.06959118,5700.435059,30.0,23.1,2.1,0.3,-0.20130078,-0.123391730000002,29.90130078,24.32339173,29.7,24.2,-0.789696329999998,2.67654244,-0.4826917,-2.38694266,1.8602813,3.27306081,1.37503857,3.19599128,1.84453959,3.7730206,0.34066601,3.55413405
5,2017-07-16,37.5507,127.135,35.038,0.5055,68.78255463,93.73091125,0.448079856,0.0,6.192994903,95.18087922,5701.980957,28.4,22.7,1.6,0.0,-1.29514241,-0.88119373,30.49514241,24.88119373,29.2,24,-1.0669651,0.94335744,-0.81642222,-3.63736426,-0.56249961,1.14057979,-0.99495555,1.16930413,0.597678519999999,2.30421679,-0.8719997,1.87376047
6,2017-07-16,37.5102,127.042,54.6384,0.1457,67.17752838,88.85051727,0.47244276725,0.0,6.442067554,40.34408808,5716.173828,28.8,23.0,1.8,0.2,-0.408943189999999,-0.893869939999998,30.50894319,25.49386994,30.1,24.6,-1.08563412,1.62012325,-1.21469716,-2.81868226,0.457722610000001,1.12459707,-0.429800659999998,1.57684677,0.757657300000002,2.50142085,-0.072591580000001,3.30871313
7,2017-07-16,37.5776,126.838,12.37,0.0985,76.65180969,94.04233551,0.49365950449999996,0.0,6.13189132,91.91677829,5692.382324,29.0,23.1,2.2,0.3,0.427600980000001,-1.70552751,28.67239902,25.40552751,29.1,23.7,-1.09560001,1.96512726,-1.56192589,-2.75969871,0.667717769999999,2.66222958,0.925978690000001,3.66146033,1.8518095,3.86109542,-0.529197720000003,2.95252288
8,2017-07-16,37.4697,126.91,52.518,1.5629,70.8592453,91.45915985,0.5069738935,0.00026741625,7.189999074,44.11654296,5704.723633,29.1,23.0,2.0,-0.4,0.0817121199999988,-1.64490943,29.31828788,25.24490943,29.4,23.6,-0.743148690000002,2.24537439,-0.745488570000003,-1.89094661,0.934301340000001,2.26735311,0.14965724,2.42105425,0.975774380000001,3.34958135,0.361962980000001,2.57654231
9,2017-07-16,37.4967,126.826,50.9312,0.4125,75.71196747,94.95630646,0.51054467,0.00148101675,6.684485058,77.25729475,5720.690918,29.3,23.0,2.9,0.3,1.15229957,-1.35474516,28.74770043,24.85474516,29.9,23.5,-0.574151560000001,2.72745175,-1.27125497,-2.84603287,0.672096450000002,3.87460664,-0.173015809999999,3.48829581,0.728332529999999,4.628445,-0.26487418,3.99186791
10,2017-07-16,37.4562,126.955,208.507,5.1782,71.64803314,91.71305847,0.49665243524999997,0.00061689175,8.070874691,50.52350378,5719.606934,27.1,22.0,1.9,0.1,-0.467850900000002,-1.70246402,28.3678509,24.40246402,27.9,22.7,-1.11568075,1.34312378,-1.17437542,-2.87243622,-1.76441248,0.645923,-2.31427111,2.00726984,-1.43089731,2.92297372,-0.00337820000000022,2.32511941
11,2017-07-16,37.5372,127.085,28.7,0.6233,63.64530563,89.12463379,0.45717416275000006,0.0,6.574837307,35.26222456,5708.97998,28.6,22.9,1.8,0.4,-2.53344114,-1.84653322,31.43344114,25.64653322,28.9,23.8,-1.24476627,0.98594156,-1.54408813,-3.70646991,-0.737662859999997,-0.527124669999999,-1.38077003,0.6072718,0.0450961899999989,2.1941803,0,0
12,2017-07-16,37.5507,126.988,132.118,0.5931,65.01636505,87.55974579,0.4700997515,0.0,7.254554609,13.72334939,5766.102051,29.2,21.8,2.9,0.4,-1.12736274,-2.93050748,30.22736274,25.43050748,29.1,22.5,-1.83182763,2.67639354,-2.03926407,-3.63381674,-1.45773635,1.17956651,-1.06573581,0.780018900000002,-0.544384399999998,3.94091595,-1.26498964,3.40517055
13,2017-07-16,37.5776,127.083,59.8324,2.6865,60.9781189,87.49806976,0.4337999875,0.0,6.961431444,41.49208653,5701.450195,29.4,23.3,2.4,0.3,-1.11544599,-1.47778778,31.81544599,25.57778778,30.7,24.1,-0.627990650000001,2.01215844,-0.72242306,-3.95038861,0.566337999999998,1.63739078,0.0353383400000027,1.06792766,0.191609150000001,4.34933913,-0.129669,2.13188095
14,2017-07-16,37.4967,126.927,30.968,0.618,66.41188812,88.32041931,0.49491462699999994,0.00062692525,7.109966576,13.03408513,5700.619629,29.4,23.1,2.1,0.2,-0.311116900000002,-2.21175273,30.0111169,25.81175273,29.7,23.6,-1.06448402,2.12228818,-1.42949441,-2.55366767,-0.373977550000003,1.27549278999999,-1.33241834,1.39856323,0.547264479999999,2.45083998,-0.281303640000001,2.05710915
15,2017-07-16,37.5507,126.937,30.0464,0.8552,65.59357452,87.37348938,0.47177833975000005,0.0,6.888590157,14.45009873,5711.833496,29.8,23.1,2.2,0.6,-0.95575436,-2.59982242,30.45575436,25.99982242,29.5,23.4,-1.0697785,2.50268234,-1.79728289,-3.00674696,-0.940306809999999,1.43631901000001,-0.79816667,0.69074247,0.23525325,2.6411303,-0.639302439999998,1.97833936
16,2017-07-16,37.4697,126.995,82.2912,2.2579,69.58205414,89.36456299,0.4564706795,0.00146970075,6.471858601,64.46593475,5697.509766,28.1,22.3,2.5,0.0,-0.685102950000001,-1.70874183,29.58510295,25.30874183,28.9,23.6,-1.39415792,1.06330943,-1.3223849,-3.73297732,-1.81979608,0.423534149999998,-1.5898766,1.40335756,-1.57713943,2.57147682,-0.563023810000001,1.97845935
17,2017-07-16,37.6181,127.099,53.4712,0.697,65.58155823,94.12773895,0.40870175500000006,0.0,6.402651052,113.5407532,5715.19873,29.3,22.5,2.7,-0.1,-1.3665748,-1.11211163,30.6665748,24.61211163,29.3,23.5,-1.01306175,1.98984643,-0.941570109999997,-4.15869756,-0.841417249999999,1.05261847,-1.22210027,1.19690222,-2.27381086,2.66128727,-0.28307247,1.72863473
18,2017-07-16,37.4832,127.024,56.4448,1.2313,69.66989899,91.10058594,0.467998052,0.0015888605,6.110279928,72.5088714,5705.057617,29.6,22.7,2.7,0.0,0.383784380000002,-0.625635390000003,29.91621562,25.02563539,30.3,24.4,-1.30251865,2.39512098,-1.19827737,-2.68271994,0.369662870000003,2.86987188,-1.25249437,2.25702815,-0.114730820000002,4.38328957,-0.28481996,3.39203955
19,2017-07-16,37.5776,126.938,75.0924,1.7678,66.71457672,89.12969208,0.46905396574999997,0.0,6.684968551,38.1201424,5738.621582,28.9,22.9,1.6,0.5,-0.595965850000002,-2.28493689,29.79596585,25.58493689,29.2,23.3,-0.98209207,2.19839293,-1.20126537,-2.80850504,-1.36298296,1.76061037,-1.18473758,2.27358547,-0.230530720000001,3.7115051,-0.166536780000001,2.82184812
20,2017-07-16,37.6181,127.004,146.554,4.7296,77.67446899,97.94615173,0.46459523225,0.0,8.216982245,71.17950118,5780.612305,28.4,22.7,1.1,0.0,0.61543649,-0.832590530000001,28.58456351,24.13259053,29.2,23.3,-0.476973109999999,2.67489835,0.0684639999999987,-1.93753834,1.16282157,2.51027702,0.585805839999999,2.8259833,0.39179961,4.16112195,0.655156390000002,3.45486866
21,2017-07-16,37.5507,127.04,26.298,0.5721,61.44780731,86.2049408,0.45883774875,0.0,7.033008774,7.421642532,5703.385742,28.5,23.1,1.5,0.4,-2.8222717,-2.07370472,31.6222717,26.07370472,28.8,24,-1.00818065,0.89905181,-1.35669585,-4.02767951,-0.533178499999998,0.970679159999996,-0.702490620000003,-0.588312080000001,-0.184755460000002,1.11840004,-0.257432699999999,0.729701310000003
22,2017-07-16,37.5102,127.086,21.9668,0.1332,67.26828766,90.55680084,0.46543776275,0.0,6.16032517,62.23639353,5695.727051,29.0,23.2,2.2,0.3,-0.647004379999998,-1.16150993,30.44700438,25.36150993,29.8,24.2,-0.96887813,1.42482447,-0.94330948,-3.24551109,0.633457719999999,1.41953401,0.429569220000001,1.93640866,0.81830381,3.16396286,-0.483083890000003,3.37783739
23,2017-07-16,37.5372,126.891,15.5876,0.1554,71.36063385,90.92311096,0.48780802675,0.0,6.626467099,54.78256063,5694.667969,29.4,23.2,2.1,0.4,0.45509367,-1.67087415,29.44490633,25.67087415,29.9,24,-1.05920307,2.3032121,-1.73237963,-2.34673919,0.734248279999999,2.73612368,-0.0722770999999973,2.50666533,1.30536847,4.56943909,-0.247530560000001,3.51090745
24,2017-07-16,37.5237,126.909,17.2956,0.2223,68.5615387,89.47977448,0.48671260325,0.0,6.812840283,35.26053015,5693.029785,29.9,23.4,2.0,0.2,0.32972363,-1.890723,29.77027637,25.790723,30.1,23.9,-0.851685070000002,2.66895994,-1.33430204,-1.89831033,0.840393390000003,2.82799827,0.338471769999998,2.24848996,1.03481102,4.1162287,-0.063716300000003,3.45136218
25,2017-07-16,37.5237,126.97,19.5844,0.2713,64.60845184,85.67020416,0.48005602425,0.0,6.962600837,6.370118052,5699.056641,29.3,23.1,1.7,0.1,-1.66118375,-2.05159112,31.16118375,26.25159112,29.5,24.2,-1.19507111,1.77409645,-1.46064947,-2.95093361,-0.133317680000001,0.33093787,-1.46893513,0.736324569999994,0.342422490000001,2.44603695,-0.347804400000001,1.35600385
1,2017-07-17,37.6046,126.991,212.335,2.785,67.40791321,96.00987244,0.1545612825,0.0,6.115539432,93.91708571,5827.258789,26.7,21.9,0.0,0.5,-1.04418709,-0.453199699999999,29.04418709,22.2531997,28,21.8,-2.19057792,-1.51589008,-1.5263234,1.42841248,-1.30845243,-3.56614942,-0.289430750000001,0.794126009999999,-0.65677659,0.593101669999999,0.132893919999997,2.53692439
2,2017-07-17,37.6046,127.032,44.7624,0.5141,58.44108582,92.78936768,0.1074338015,0.0,6.334460706,63.22196062,5698.280273,29.0,23.3,0.5,0.7,-1.05248433,-0.38083254,31.25248433,23.28083254,30.2,22.9,-2.27042041,-1.59837379,-1.27098354,0.965476280000001,-1.34301987,-2.95906568,-1.34174171,0.861234760000002,-2.07497368,0.731902029999997,-1.64149495,2.45973012
3,2017-07-17,37.5776,127.058,33.3068,0.2661,54.10939789,87.40589142,0.14303445675,0.0,6.293248167,13.38269612,5692.631836,29.5,23.8,1.0,0.7,-1.54518305,-0.47564079,32.24518305,23.97564079,30.7,23.5,-2.39636246,-2.36944075,-0.898140089999998,0.869858149999999,-1.1499129,-4.28603263,-0.875978959999998,-0.297824719999994,-0.846144189999997,-0.270352040000006,-0.327425179999999,1.48057124
4,2017-07-17,37.645,127.022,45.716,2.5348,69.1838913,96.69805908,0.12864628075,0.0,6.364440352,102.1844431,5685.614258,29.7,24.2,-0.3,1.1,1.24108407,0.96044165,29.85891593,22.53955835,31.1,23.5,-0.123391730000002,-0.20130078,-0.789696329999998,2.67654244,-0.4826917,-2.38694266,1.8602813,3.27306081,1.37503857,3.19599128,1.84453959,3.7730206
5,2017-07-17,37.5507,127.135,35.038,0.5055,64.82016754,93.55840302,0.16740421225000002,0.0,5.605398645,105.1360294,5687.061035,29.2,24.0,0.8,1.3,-0.27946932,0.0934248199999992,30.47946932,23.10657518,30.2,23.2,-0.88119373,-1.29514241,-1.0669651,0.94335744,-0.81642222,-3.63736426,-0.56249961,1.14057979,-0.99495555,1.16930413,0.597678519999999,2.30421679
6,2017-07-17,37.5102,127.042,54.6384,0.1457,58.92100525,88.53321838,0.16537766825,0.0,5.923037042,47.20480069,5701.249023,30.1,24.6,1.3,1.6,0.785873049999999,0.048089319999999,30.91412695,23.65191068,31.7,23.7,-0.893869939999998,-0.408943189999999,-1.08563412,1.62012325,-1.21469716,-2.81868226,0.457722610000001,1.12459707,-0.429800659999998,1.57684677,0.757657300000002,2.50142085
7,2017-07-17,37.5776,126.838,12.37,0.0985,69.97158051,95.09324646,0.16736049675,0.0,4.942820181,115.2744456,5677.527344,29.1,23.7,0.1,0.6,1.4514101,-0.26728211,29.3485899,23.76728211,30.8,23.5,-1.70552751,0.427600980000001,-1.09560001,1.96512726,-1.56192589,-2.75969871,0.667717769999999,2.66222958,0.925978690000001,3.66146033,1.8518095,3.86109542
8,2017-07-17,37.4697,126.91,52.518,1.5629,63.93115997,89.94631195,0.16395435149999998,0.0,6.177131375,56.54573003,5689.650879,29.4,23.6,0.3,0.6,0.268445530000001,0.0203596399999988,30.43155447,23.67964036,30.7,23.7,-1.64490943,0.0817121199999988,-0.743148690000002,2.24537439,-0.745488570000003,-1.89094661,0.934301340000001,2.26735311,0.14965724,2.42105425,0.975774380000001,3.34958135
9,2017-07-17,37.4967,126.826,50.9312,0.4125,66.2080307,94.54742432,0.17280712625,0.0,5.559858655,99.7735041,5705.89209,29.9,23.5,0.6,0.5,2.27467173,0.394343429999999,29.42532827,22.90565657,31.7,23.3,-1.35474516,1.15229957,-0.574151560000001,2.72745175,-1.27125497,-2.84603287,0.672096450000002,3.87460664,-0.173015809999999,3.48829581,0.728332529999999,4.628445
10,2017-07-17,37.4562,126.955,208.507,5.1782,66.34168243,93.78341675,0.157328745,0.0,6.599801769,62.4781419,5703.202637,27.9,22.7,0.8,0.7,0.132879710000001,-0.168984119999998,28.86712029,22.76898412,29,22.6,-1.70246402,-0.467850900000002,-1.11568075,1.34312378,-1.17437542,-2.87243622,-1.76441248,0.645923,-2.31427111,2.00726984,-1.43089731,2.92297372
11,2017-07-17,37.5372,127.085,28.7,0.6233,56.46356201,89.28005981,0.167577321,0.0,5.971510967,39.76560179,5694.289551,28.9,23.8,0.3,0.9,-1.10222772,-0.57078787,31.70222772,23.67078787,30.6,23.1,-1.84653322,-2.53344114,-1.24476627,0.98594156,-1.54408813,-3.70646991,-0.737662859999997,-0.527124669999999,-1.38077003,0.6072718,0.0450961899999989,2.1941803
12,2017-07-17,37.5507,126.988,132.118,0.5931,56.87379074,84.85340118,0.17407656025,0.0,6.146816731,16.83453371,5751.119141,29.1,22.5,-0.1,0.7,0.24498496,-1.35864336,30.75501504,23.75864336,31,22.4,-2.93050748,-1.12736274,-1.83182763,2.67639354,-2.03926407,-3.63381674,-1.45773635,1.17956651,-1.06573581,0.780018900000002,-0.544384399999998,3.94091595
13,2017-07-17,37.5776,127.083,59.8324,2.6865,54.99291992,88.34437561,0.14449670725000002,0.0,6.073135366,48.37304072,5686.350098,30.7,24.1,1.3,0.8,-0.655393700000001,0.0884272899999985,31.8553937,23.61157271,31.2,23.7,-1.47778778,-1.11544599,-0.627990650000001,2.01215844,-0.72242306,-3.95038861,0.566337999999998,1.63739078,0.0353383400000027,1.06792766,0.191609150000001,4.34933913
14,2017-07-17,37.4967,126.927,30.968,0.618,59.14858627,84.8821106,0.15516241375,0.0,6.149440597,15.73495843,5685.721191,29.7,23.6,0.3,0.5,-0.765210750000001,-0.71823045,31.16521075,24.21823045,30.4,23.5,-2.21175273,-0.311116900000002,-1.06448402,2.12228818,-1.42949441,-2.55366767,-0.373977550000003,1.27549278999999,-1.33241834,1.39856323,0.547264479999999,2.45083998
15,2017-07-17,37.5507,126.937,30.0464,0.8552,57.57053757,86.014534,0.17121707225,0.0,5.798507214,17.98160209,5697.161133,29.5,23.4,-0.3,0.3,-0.53794079,-0.804199329999999,31.23794079,24.30419933,30.7,23.5,-2.59982242,-0.95575436,-1.0697785,2.50268234,-1.79728289,-3.00674696,-0.940306809999999,1.43631901000001,-0.79816667,0.69074247,0.23525325,2.6411303
16,2017-07-17,37.4697,126.995,82.2912,2.2579,65.02901459,91.53733826,0.15228999,0.0,6.017136832,73.75259336,5682.02002,28.9,23.6,0.8,1.3,-0.590720340000001,0.0650706700000008,29.89072034,23.13492933,29.3,23.2,-1.70874183,-0.685102950000001,-1.39415792,1.06330943,-1.3223849,-3.73297732,-1.81979608,0.423534149999998,-1.5898766,1.40335756,-1.57713943,2.57147682
17,2017-07-17,37.6181,127.099,53.4712,0.697,60.56629562,95.34130096,0.14226660075,0.0,5.514490366,120.7752903,5700.312988,29.3,23.5,0.0,1.0,-0.251368019999997,0.35307714,30.85136802,22.74692286,30.6,23.1,-1.11211163,-1.3665748,-1.01306175,1.98984643,-0.941570109999997,-4.15869756,-0.841417249999999,1.05261847,-1.22210027,1.19690222,-2.27381086,2.66128727
18,2017-07-17,37.4832,127.024,56.4448,1.2313,63.74325562,91.87649536,0.15977601800000002,0.0,5.577052901,83.1470259,5689.92627,30.3,24.4,0.7,1.7,1.70606726,0.631994030000001,30.19393274,23.16800597,31.9,23.8,-0.625635390000003,0.383784380000002,-1.30251865,2.39512098,-1.19827737,-2.68271994,0.369662870000003,2.86987188,-1.25249437,2.25702815,-0.114730820000002,4.38328957
