Station,Date,Latitude,Longitude,Elevation,Slope,RelativeHumidity_Min,RelativeHumidity_Max,Cloud_Cover_Avg,Precipitation_Avg,Wind_Speed_Avg,Latent_Heat_Flux,Solar_Radiation,TToday_Max,TToday_Min,TrendTMAX,TrendTMIN,Error_Tmax,Error_Tmin,ErroreTmin_Lag1,ErroreTmax_Lag1,ErroreTmin_Lag2,ErroreTmax_Lag2,ErroreTmin_Lag3,ErroreTmax_Lag3,ErroreTmin_Lag4,ErroreTmax_Lag4,ErroreTmin_Lag5,ErroreTmax_Lag5,ErroreTmin_Lag6,ErroreTmax_Lag6
6,2013-08-11,37.5102,127.042,54.6384,0.1457,44.14480591,87.91585541,0.11166007074999999,0.0,6.335714748,54.9874328,5131.512695,34.0,24.2,0.0,0.0,-0.768040669999998,-0.39544003,0,0,0.384926650000001,-3.68971518,0.018081770000002,1.255846,-0.22525843,0.808522500000002,-0.145222100000002,0.0132479200000049,-3.91725478,-2.5047707
7,2013-08-11,37.5776,126.838,12.37,0.0985,59.18165207,94.40962982,0.10760896925,0.0,5.014634649,136.414333,5110.26416,34.1,25.3,0.0,0.0,1.73560475,0.0777584199999986,0,0,0.695309269999999,-1.43154719,0.42983212,0.94491567,-0.306173359999999,1.51017162,0.59769932,1.88290361,-4.60674321,-1.69259506
8,2013-08-11,37.4697,126.91,52.518,1.5629,47.85539246,91.40960693,0.0989769955,0.0,6.018646846,51.83355866,5115.180664,33.8,25.2,0.0,0.0,-0.279815319999997,-0.11911057,0,0,0.337755789999999,-3.2183428,0.46973393,1.09943848,-0.0343218000000007,0.455494020000003,1.17374539,0.815405550000001,-3.58514775,-2.06941754
9,2013-08-11,37.4967,126.826,50.9312,0.4125,57.34769821,94.30885315,0.10899612125,0.0,5.701871177,102.8288958,5140.238281,33.7,23.7,0.0,0.0,1.90385669,-1.06062033,0,0,-0.652514799999999,-2.74451749,-0.276533790000002,1.44867676,-1.22207284,1.83791865,-0.20031968,1.18219228,-4.4670177,-1.91650679
10,2013-08-11,37.4562,126.955,208.507,5.1782,47.11008835,93.44968414,0.09192167625,0.0,6.58642292,68.04215903,5084.998535,32.7,23.0,0.0,0.0,-0.24296769,-1.16258458,0,0,-0.234763900000001,-1.43484194,0.04748777,1.31964807,-0.19499781,0.771247079999995,0.659929120000001,0.77417724,-3.2401911,-2.17320476
11,2013-08-11,37.5372,127.085,28.7,0.6233,42.63863373,86.72639465,0.10644550924999999,0.0,6.02170822,62.63905819,5132.311523,35.2,24.3,0.0,0.0,-0.456097660000005,-1.06848133,0,0,-0.564392290000001,-4.22065646,-0.190122199999998,2.06418092,-0.166092420000002,0.918837889999999,-0.280968719999997,-0.41337515,-3.74613413,-2.98023057
12,2013-08-11,37.5507,126.988,132.118,0.5931,44.65300751,87.1072998,0.0942114955,0.0,6.874265254,29.60096363,5179.077148,33.7,23.1,0.0,0.0,0.978732139999998,-1.83162728,0,0,0.27587128,-2.32926609,-0.91013778,0.652541920000001,-1.78703423,0.58707545,-0.74439319,-0.132850309999995,-5.04091214,-1.66402954
13,2013-08-11,37.5776,127.083,59.8324,2.6865,39.38504028,83.42021942,0.10933302899999998,0.0,6.194717517,38.98318013,5111.087891,34.0,24.5,0.0,0.0,-1.1727141,-0.353595179999999,0,0,0.751391990000002,-4.55001611,0.112877449999999,-0.266263290000001,-0.22034232,0.110036919999999,0.359471970000001,-1.07289222,-3.1762502,-2.21710818
14,2013-08-11,37.4967,126.927,30.968,0.618,46.04501724,88.05114746,0.10201966925,0.0,6.56970791,15.26408209,5116.991699,33.6,24.7,0.0,0.0,-0.9259591,-1.36198208,0,0,-0.874185659999998,-3.52713809,-0.07178021,0.65637156,-0.986084820000002,-0.128383729999996,-0.24642077,-0.549525590000002,0,0
15,2013-08-11,37.5507,126.937,30.0464,0.8552,47.35040283,87.93856812,0.098765378,0.0,6.538357397,33.39171505,5135.761719,32.7,24.4,0.0,0.0,-0.829938370000001,-1.6963281,0,0,-0.00628929999999883,-4.0543575,-0.81121842,-0.125061989999999,-1.68952223,-0.375044359999997,-0.220460990000003,-1.3232683,-4.86098048,-3.21740235
16,2013-08-11,37.4697,126.995,82.2912,2.2579,47.83355713,91.90283966,0.095684268,0.0,6.140090783,102.4116144,5093.864258,32.8,23.2,0.0,0.0,-0.81660909,-2.67971441,0,0,-1.10095743,-3.13462243,-1.24649516,1.56948176,-1.4969347,0.0111002499999984,-0.68427067,-0.0526260600000015,-5.04523402,-3.90311218
17,2013-08-11,37.6181,127.099,53.4712,0.697,44.89753723,94.48324585,0.10076325275,0.0,4.682469557,136.5178641,5131.895996,32.5,22.9,0.0,0.0,-0.455405160000005,-1.17534941,0,0,-1.63813826,-3.36998632,-0.306978869999998,-0.0134885799999971,-1.85026479,0.251348649999997,-0.916653230000001,-1.15638306,-2.05011391,-2.52533139
18,2013-08-11,37.4832,127.024,56.4448,1.2313,47.78610992,90.79792786,0.09290681325,0.0,5.955970943,108.1941422,5113.475586,34.9,24.3,0.0,0.0,1.58787553,-0.148088820000002,0,0,0.477894759999998,-2.21309495,-0.553313800000002,2.91056212,0.252876839999999,2.00842923,0.682227179999998,1.61021793,-3.10698638,-1.87141954
19,2013-08-11,37.5776,126.938,75.0924,1.7678,47.59926987,89.61457062,0.09596013499999999,0.0,6.254755298,45.64510338,5161.941406,34.0,23.9,0.0,0.0,0.527712520000001,-1.1230073,0,0,-0.798777060000003,-2.7289895,0.0672374699999985,0.455510739999998,-0.823372800000001,0.360015949999998,0.195035449999999,-0.108644419999997,-4.45345938,-2.42310258
20,2013-08-11,37.6181,127.004,146.554,4.7296,52.90793228,96.77967072,0.066435652,0.0,6.911515246,84.7991807,5213.896973,33.6,24.1,0.0,0.0,1.47469023,0.0067128799999984,0,0,1.16653196,-0.978188330000002,1.16587575,1.30582819,0.526557959999998,2.04625629,-0.0285761499999992,1.22107793,-2.13043498,-0.493818409999999
21,2013-08-11,37.5507,127.04,26.298,0.5721,41.44893646,85.02670288,0.09606121025,0.0,6.656374772,15.44871559,5123.937988,32.6,23.8,0.0,0.0,-2.27763767,-1.41482006,0,0,-0.423612309999999,-5.4398897,-0.21476277,-0.94871839,-1.26300689,-1.00211784,0,0,-4.10699076,-3.05722133
22,2013-08-11,37.5102,127.086,21.9668,0.1332,45.54623032,90.93961334,0.10765408175,0.0,5.655714085,91.75045888,5112.584961,33.6,24.3,0.0,0.0,0.438407130000002,-0.837116999999999,0,0,-0.71486337,-3.9415568,-1.03794937,2.56446192,-0.205979320000001,1.06968809,-0.0188311399999996,0.547424829999997,-3.82669405,-3.08413336
23,2013-08-11,37.5372,126.891,15.5876,0.1554,55.21665192,91.06278229,0.10946275875000001,0.0,5.727682531,90.94491132,5112.924805,34.9,25.3,0.0,0.0,2.34368992,-0.20749923,0,0,0.169919950000001,-1.94938582,0.46012386,1.76212504,-0.31517792,2.42061971,0.21165379,1.41101039,-4.53425286,-1.22338004
25,2013-08-11,37.5237,126.97,19.5844,0.2713,44.89094925,85.80712891,0.11523667775,0.0,6.716194441,21.71734186,5119.374023,34.9,24.6,0.0,0.0,-0.56745102,-0.88344979,0,0,0.434063780000002,-3.77638344,0.637032099999999,0.66023783,-0.63619336,-0.0836453100000014,-0.0350937899999977,-0.320911360000004,-4.06584594,-2.11871742
1,2013-08-12,37.6046,126.991,212.335,2.785,47.18071365,91.53679657,0.07416900725,0.0,8.251278778,83.7448327,5245.199219,30.6,23.9,-0.1,1.5,-0.561358349999999,-1.96061445,-1.70168944,-1.52030829,0,0,-0.117699139999999,-3.70433824,0,0,-1.73766489,-0.91129506,-1.03003805,-1.14425267
2,2013-08-12,37.6046,127.032,44.7624,0.5141,40.61331558,83.95131683,0.07731361475000001,0.0,6.36520041,57.55757068,5102.277832,33.8,24.6,0.5,1.3,0.148515250000003,-3.60464127,-2.80806719,-0.660731220000002,0,0,-1.10159925,-2.36298756,0.0267454100000002,0.92352683,-1.20666686,-0.586633930000005,-1.47527359,-0.792608460000004
3,2013-08-12,37.5776,127.058,33.3068,0.2661,36.81957245,81.32743835,0.0835169265,0.0,7.146755318,13.77526442,5096.946289,33.9,26.8,0.7,2.6,-0.895079790000004,-1.48330902,-1.17517577,-1.64125498,0,0,-0.284950779999999,-5.12377452,-0.263967430000001,-0.761369990000002,-1.1900313,-0.691220610000002,-0.536201460000001,-1.0414269
4,2013-08-12,37.645,127.022,45.716,2.5348,47.64773178,95.12567902,0.029990847,0.0,5.54227673,87.25867996,5087.650879,34.8,26.4,0.5,1.9,1.9382816,0.298541999999998,0.698513349999999,1.52575993,0,0,1.60819789,-1.24460029,1.13002599,0.836197700000003,0.36586522,1.66726452,0.154472680000001,0.662922759999994
5,2013-08-12,37.5507,127.135,35.038,0.5055,47.15087891,90.32481384,0.059975482000000004,0.0,5.96398739,143.1370935,5086.999512,33.6,25.9,1.4,2.6,1.25018713,-1.82313307,-1.3377538,-0.496227919999995,0,0,-0.72684567,-3.41360591,-0.112394739999999,1.59240932,0.30385485,0.550154859999999,-0.645461409999999,0.233269959999994
6,2013-08-12,37.5102,127.042,54.6384,0.1457,41.53973007,85.56502533,0.0799939825,0.0,6.831320922,61.87148484,5100.898926,34.0,27.2,0.0,3.0,0.241395699999998,-0.421210009999999,-0.39544003,-0.768040669999998,0,0,0.384926650000001,-3.68971518,0.018081770000002,1.255846,-0.22525843,0.808522500000002,-0.145222100000002,0.0132479200000049
7,2013-08-12,37.5776,126.838,12.37,0.0985,52.78489304,89.84151459,0.08414861675,0.0,6.064299464,153.0592678,5079.775879,33.3,26.9,-0.8,1.6,2.1339496,-0.14134134,0.0777584199999986,1.73560475,0,0,0.695309269999999,-1.43154719,0.42983212,0.94491567,-0.306173359999999,1.51017162,0.59769932,1.88290361
8,2013-08-12,37.4697,126.91,52.518,1.5629,45.3589859,86.30085754,0.07989736124999999,0.0,6.619607011,51.49992168,5084.35498,33.5,26.9,-0.3,1.7,0.131847290000003,-0.339531100000002,-0.11911057,-0.279815319999997,0,0,0.337755789999999,-3.2183428,0.46973393,1.09943848,-0.0343218000000007,0.455494020000003,1.17374539,0.815405550000001
9,2013-08-12,37.4967,126.826,50.9312,0.4125,47.51373291,89.30125427,0.09537237299999998,0.0,6.370965123,105.8832076,5109.80957,33.8,25.6,0.1,1.9,1.22760341,-1.36494338,-1.06062033,1.90385669,0,0,-0.652514799999999,-2.74451749,-0.276533790000002,1.44867676,-1.22207284,1.83791865,-0.20031968,1.18219228
10,2013-08-12,37.4562,126.955,208.507,5.1782,49.13250351,86.90612793,0.056544794999999995,0.0,6.93340379,70.16411563,5052.172363,32.7,24.8,0.0,1.8,0.719610409999998,-1.84321243,-1.16258458,-0.24296769,0,0,-0.234763900000001,-1.43484194,0.04748777,1.31964807,-0.19499781,0.771247079999995,0.659929120000001,0.77417724
11,2013-08-12,37.5372,127.085,28.7,0.6233,40.90680695,86.34676361,0.07971985000000001,0.0,6.717864156,67.81515082,5102.056152,34.9,27.0,-0.3,2.7,2.01775561,-0.895547620000002,-1.06848133,-0.456097660000005,0,0,-0.564392290000001,-4.22065646,-0.190122199999998,2.06418092,-0.166092420000002,0.918837889999999,-0.280968719999997,-0.41337515
12,2013-08-12,37.5507,126.988,132.118,0.5931,39.85089874,82.51356506,0.07190906625,0.0,7.507657448,29.79979118,5148.331543,34.9,25.2,1.2,2.1,1.76761868,-2.72450027,-1.83162728,0.978732139999998,0,0,0.27587128,-2.32926609,-0.91013778,0.652541920000001,-1.78703423,0.58707545,-0.74439319,-0.132850309999995
13,2013-08-12,37.5776,127.083,59.8324,2.6865,36.72560883,83.56676483,0.08629647425000002,0.0,7.062922796,35.64781566,5080.226563,34.4,27.6,0.4,3.1,-0.0503543699999938,-0.498580140000001,-0.353595179999999,-1.1727141,0,0,0.751391990000002,-4.55001611,0.112877449999999,-0.266263290000001,-0.22034232,0.110036919999999,0.359471970000001,-1.07289222
14,2013-08-12,37.4967,126.927,30.968,0.618,41.37404633,82.56219482,0.07766171225,0.0,7.079085728,16.77700927,5086.431152,33.4,26.2,-0.2,1.5,-0.56362094,-1.82242801,-1.36198208,-0.9259591,0,0,-0.874185659999998,-3.52713809,-0.07178021,0.65637156,-0.986084820000002,-0.128383729999996,-0.24642077,-0.549525590000002
15,2013-08-12,37.5507,126.937,30.0464,0.8552,41.39361572,82.48271942,0.08735221074999999,0.0,7.031782409,35.41076891,5105.529785,33.1,25.8,0.4,1.4,-0.60658248,-2.22966884,-1.6963281,-0.829938370000001,0,0,-0.00628929999999883,-4.0543575,-0.81121842,-0.125061989999999,-1.68952223,-0.375044359999997,-0.220460990000003,-1.3232683
16,2013-08-12,37.4697,126.995,82.2912,2.2579,48.54632187,85.68598938,0.05773436,0.0,6.077162306,104.9036665,5062.422852,32.9,24.2,0.1,1.0,0.51564681,-3.12176429,-2.67971441,-0.81660909,0,0,-1.10095743,-3.13462243,-1.24649516,1.56948176,-1.4969347,0.0111002499999984,-0.68427067,-0.0526260600000015
17,2013-08-12,37.6181,127.099,53.4712,0.697,43.40664673,89.53935242,0.07687213425,0.0,6.105656524,137.6800214,5101.342773,33.8,25.3,1.3,2.4,0.789520609999997,-1.89111801,-1.17534941,-0.455405160000005,0,0,-1.63813826,-3.36998632,-0.306978869999998,-0.0134885799999971,-1.85026479,0.251348649999997,-0.916653230000001,-1.15638306
18,2013-08-12,37.4832,127.024,56.4448,1.2313,46.4992981,88.83661652,0.07298323375,0.0,6.162071149,109.2200303,5082.563477,35.6,26.9,0.7,2.6,2.68306043,-0.423426750000001,-0.148088820000002,1.58787553,0,0,0.477894759999998,-2.21309495,-0.553313800000002,2.91056212,0.252876839999999,2.00842923,0.682227179999998,1.61021793
19,2013-08-12,37.5776,126.938,75.0924,1.7678,43.06951141,83.56661224,0.0874164895,0.0,6.820225149,46.07586046,5131.66748,33.9,25.9,-0.1,2.0,0.644159680000001,-1.97306266,-1.1230073,0.527712520000001,0,0,-0.798777060000003,-2.7289895,0.0672374699999985,0.455510739999998,-0.823372800000001,0.360015949999998,0.195035449999999,-0.108644419999997
20,2013-08-12,37.6181,127.004,146.554,4.7296,49.80849075,95.25494385,0.06038682125,0.0,8.117804646,84.1610561,5184.058105,33.7,25.7,0.1,1.6,2.20624398,-0.342195700000001,0.00671287999999848,1.47469023,0,0,1.16653196,-0.978188330000002,1.16587575,1.30582819,0.526557959999998,2.04625629,-0.0285761499999992,1.22107793
21,2013-08-12,37.5507,127.04,26.298,0.5721,37.34535217,81.68154907,0.07905685,0.0,7.071864049,15.73519047,5093.562988,33.1,26.6,0.5,2.8,-0.897267900000003,-1.74676318,-1.41482006,-2.27763767,0,0,-0.423612309999999,-5.4398897,-0.21476277,-0.94871839,-1.26300689,-1.00211784,0,0
22,2013-08-12,37.5102,127.086,21.9668,0.1332,45.13299179,87.52986145,0.07259668125,0.0,6.032459378,101.566006,5082.049805,35.1,26.7,1.5,2.4,1.8550235,-0.748716420000001,-0.837116999999999,0.438407130000002,0,0,-0.71486337,-3.9415568,-1.03794937,2.56446192,-0.205979320000001,1.06968809,-0.0188311399999996,0.547424829999997
23,2013-08-12,37.5372,126.891,15.5876,0.1554,46.3203392,86.01922607,0.0919326745,0.0,6.464954754,102.4849361,5082.452637,34.9,27.0,0.0,1.7,1.97537591,-0.718585349999998,-0.20749923,2.34368992,0,0,0.169919950000001,-1.94938582,0.46012386,1.76212504,-0.31517792,2.42061971,0.21165379,1.41101039
25,2013-08-12,37.5237,126.97,19.5844,0.2713,39.46088028,80.40629578,0.07970372525,0.0,7.120124757,24.6469595,5088.989746,34.2,27.1,-0.7,2.5,-0.0874244800000028,-1.57441109,-0.88344979,-0.56745102,0,0,0.434063780000002,-3.77638344,0.637032099999999,0.66023783,-0.63619336,-0.0836453100000014,-0.0350937899999977,-0.320911360000004
1,2013-08-13,37.6046,126.991,212.335,2.785,54.82340622,91.05198669,0.12004386375000001,0.0,6.783346256,67.23943871,5214.742188,30.8,23.6,0.2,-0.3,1.10593276,-1.68607704,-1.96061445,-0.561358349999999,-1.70168944,-1.52030829,0,0,-0.117699139999999,-3.70433824,0,0,-1.73766489,-0.91129506
2,2013-08-13,37.6046,127.032,44.7624,0.5141,49.25019073,83.10844421,0.12638961425,0.0,5.258978347,46.86003238,5071.276855,33.6,23.8,-0.2,-0.8,1.70646919,-2.97774865,-3.60464127,0.148515250000003,-2.80806719,-0.660731220000002,0,0,-1.10159925,-2.36298756,0.0267454100000002,0.92352683,-1.20666686,-0.586633930000005
3,2013-08-13,37.5776,127.058,33.3068,0.2661,43.92081833,80.48784637,0.1466967955,0.0,6.170152654,10.85305143,5065.961426,33.4,26.0,-0.5,-0.8,0.158846150000002,-1.79615547,-1.48330902,-0.895079790000004,-1.17517577,-1.64125498,0,0,-0.284950779999999,-5.12377452,-0.263967430000001,-0.761369990000002,-1.1900313,-0.691220610000002
4,2013-08-13,37.645,127.022,45.716,2.5348,57.70088196,95.42516327,0.12008377275,0.0,4.451440255,65.91807063,5056.626465,34.2,25.7,-0.6,-0.7,2.78505999,0.439157659999999,0.298541999999998,1.9382816,0.698513349999999,1.52575993,0,0,1.60819789,-1.24460029,1.13002599,0.836197700000003,0.36586522,1.66726452
5,2013-08-13,37.5507,127.135,35.038,0.5055,50.8560524,92.14927673,0.1433495725,0.0,5.445317596,109.2670472,5055.825195,34.1,24.3,0.5,-1.6,1.93327387,-1.68784761,-1.82313307,1.25018713,-1.3377538,-0.496227919999995,0,0,-0.72684567,-3.41360591,-0.112394739999999,1.59240932,0.30385485,0.550154859999999
6,2013-08-13,37.5102,127.042,54.6384,0.1457,46.07052612,86.04598236,0.13403724949999998,0.0,6.130278935,51.131507,5069.704102,33.9,26.3,-0.1,-0.9,1.59858652,-0.722126579999998,-0.421210009999999,0.241395699999998,-0.39544003,-0.768040669999998,0,0,0.384926650000001,-3.68971518,0.018081770000002,1.255846,-0.22525843,0.808522500000002
7,2013-08-13,37.5776,126.838,12.37,0.0985,57.96472168,90.54198456,0.1399176325,0.0,5.281831235,112.7872132,5048.708496,33.6,26.2,0.3,-0.7,2.13414872,-0.212811439999999,-0.14134134,2.1339496,0.0777584199999986,1.73560475,0,0,0.695309269999999,-1.43154719,0.42983212,0.94491567,-0.306173359999999,1.51017162
8,2013-08-13,37.4697,126.91,52.518,1.5629,47.11143875,87.65037537,0.126393616,0.0,5.817964961,40.09006461,5052.947754,33.1,26.4,-0.4,-0.5,1.60222084,-0.382313790000001,-0.339531100000002,0.131847290000003,-0.11911057,-0.279815319999997,0,0,0.337755789999999,-3.2183428,0.46973393,1.09943848,-0.0343218000000007,0.455494020000003
9,2013-08-13,37.4967,126.826,50.9312,0.4125,53.95914078,90.63986206,0.1304692535,0.0,5.448561221,78.76054102,5078.800293,33.3,25.0,-0.5,-0.6,2.92678121,-1.5357878,-1.36494338,1.22760341,-1.06062033,1.90385669,0,0,-0.652514799999999,-2.74451749,-0.276533790000002,1.44867676,-1.22207284,1.83791865
10,2013-08-13,37.4562,126.955,208.507,5.1782,52.24222565,87.23497009,0.09133509225,0.0,6.273337722,59.56293029,5018.759766,32.4,23.9,-0.3,-0.9,1.51736483,-2.09522714,-1.84321243,0.719610409999998,-1.16258458,-0.24296769,0,0,-0.234763900000001,-1.43484194,0.04748777,1.31964807,-0.19499781,0.771247079999995
11,2013-08-13,37.5372,127.085,28.7,0.6233,44.86185455,85.74250031,0.14506251374999998,0.0,6.245325724,53.99996154,5071.220215,36.0,25.9,1.1,-1.1,2.10636316,-1.46280177,-0.895547620000002,2.01775561,-1.06848133,-0.456097660000005,0,0,-0.564392290000001,-4.22065646,-0.190122199999998,2.06418092,-0.166092420000002,0.918837889999999
12,2013-08-13,37.5507,126.988,132.118,0.5931,46.44135666,81.72555542,0.13433348925,0.0,6.524101228,22.70627799,5117.001465,34.8,24.3,-0.1,-0.9,2.47050168,-2.72906784,-2.72450027,1.76761868,-1.83162728,0.978732139999998,0,0,0.27587128,-2.32926609,-0.91013778,0.652541920000001,-1.78703423,0.58707545
13,2013-08-13,37.5776,127.083,59.8324,2.6865,44.23659134,83.49894714,0.16111653775,0.0,6.025560617,26.82272478,5048.783691,34.2,26.5,-0.2,-1.1,1.37717721000001,-0.511970459999997,-0.498580140000001,-0.0503543699999938,-0.353595179999999,-1.1727141,0,0,0.751391990000002,-4.55001611,0.112877449999999,-0.266263290000001,-0.22034232,0.110036919999999
14,2013-08-13,37.4967,126.927,30.968,0.618,44.62333298,83.75868225,0.124010127,0.0,6.218217015,13.7675088,5055.290527,33.2,25.6,-0.2,-0.6,0.776217620000004,-1.76531897,-1.82242801,-0.56362094,-1.36198208,-0.9259591,0,0,-0.874185659999998,-3.52713809,-0.07178021,0.65637156,-0.986084820000002,-0.128383729999996
15,2013-08-13,37.5507,126.937,30.0464,0.8552,45.05187225,82.83919525,0.14070322825,0.0,6.197428157,27.59106298,5074.718262,32.8,25.4,-0.3,-0.4,0.975026319999998,-2.39964112,-2.22966884,-0.60658248,-1.6963281,-0.829938370000001,0,0,-0.00628929999999883,-4.0543575,-0.81121842,-0.125061989999999,-1.68952223,-0.375044359999997
16,2013-08-13,37.4697,126.995,82.2912,2.2579,51.41839218,84.82976532,0.111895801,0.0,5.477575123,83.23463905,5030.400879,33.0,23.3,0.1,-0.9,1.44879676,-3.32726097,-3.12176429,0.51564681,-2.67971441,-0.81660909,0,0,-1.10095743,-3.13462243,-1.24649516,1.56948176,-1.4969347,0.0111002499999984
17,2013-08-13,37.6181,127.099,53.4712,0.697,53.90533066,93.25569153,0.13812004475,0.0,4.775342862,97.64745746,5070.208496,33.8,24.0,0.0,-1.3,2.07124129,-2.37757221,-1.89111801,0.789520609999997,-1.17534941,-0.455405160000005,0,0,-1.63813826,-3.36998632,-0.306978869999998,-0.0134885799999971,-1.85026479,0.251348649999997
18,2013-08-13,37.4832,127.024,56.4448,1.2313,50.50476074,87.80867767,0.1315592965,0.0,5.563905696,84.2967993,5051.070801,35.5,25.8,-0.1,-1.1,3.4482942,-0.670441539999999,-0.423426750000001,2.68306043,-0.148088820000002,1.58787553,0,0,0.477894759999998,-2.21309495,-0.553313800000002,2.91056212,0.252876839999999,2.00842923
19,2013-08-13,37.5776,126.938,75.0924,1.7678,45.82307053,84.10181427,0.14383290450000003,0.0,5.932763884,35.10885018,5100.811035,33.5,25.1,-0.4,-0.8,1.43692437,-2.44068656,-1.97306266,0.644159680000001,-1.1230073,0.527712520000001,0,0,-0.798777060000003,-2.7289895,0.0672374699999985,0.455510739999998,-0.823372800000001,0.360015949999998
20,2013-08-13,37.6181,127.004,146.554,4.7296,58.38671112,94.00281525,0.099086353,0.0,6.607981841,70.44314034,5153.638672,33.5,25.2,-0.2,-0.5,3.37788087,-0.525266500000001,-0.342195700000001,2.20624398,0.00671287999999848,1.47469023,0,0,1.16653196,-0.978188330000002,1.16587575,1.30582819,0.526557959999998,2.04625629
21,2013-08-13,37.5507,127.04,26.298,0.5721,44.09204865,81.17081451,0.13519541899999998,0.0,6.250422508,12.31828266,5062.609375,33.3,25.7,0.2,-0.9,0.168870519999999,-1.87583283,-1.74676318,-0.897267900000003,-1.41482006,-2.27763767,0,0,-0.423612309999999,-5.4398897,-0.21476277,-0.94871839,-1.26300689,-1.00211784
22,2013-08-13,37.5102,127.086,21.9668,0.1332,47.12777328,86.91422272,0.135568267,0.0,5.730263382,86.41977421,5050.93457,35.2,25.8,0.1,-0.9,2.07117728,-1.18400737,-0.748716420000001,1.8550235,-0.837116999999999,0.438407130000002,0,0,-0.71486337,-3.9415568,-1.03794937,2.56446192,-0.205979320000001,1.06968809
23,2013-08-13,37.5372,126.891,15.5876,0.1554,51.27947235,87.13452148,0.12674272625,0.0,5.582912942,79.29088815,5051.400391,34.3,26.6,-0.6,-0.4,3.46246813,-0.598466899999998,-0.718585349999998,1.97537591,-0.20749923,2.34368992,0,0,0.169919950000001,-1.94938582,0.46012386,1.76212504,-0.31517792,2.42061971
25,2013-08-13,37.5237,126.97,19.5844,0.2713,46.40815353,80.04415131,0.13732500425,0.0,6.250591735,19.84190138,5058.025879,34.0,26.3,-0.2,-0.8,1.34984219,-1.43525516,-1.57441109,-0.0874244800000028,-0.88344979,-0.56745102,0,0,0.434063780000002,-3.77638344,0.637032099999999,0.66023783,-0.63619336,-0.0836453100000014
1,2013-08-14,37.6046,126.991,212.335,2.785,64.62533569,92.91061401,0.20232005925,0.00079278525,8.462077538,68.91626452,5183.697266,30.9,23.3,0.1,-0.3,-0.567727569999999,-1.86782322,-1.68607704,1.10593276,-1.96061445,-0.561358349999999,-1.70168944,-1.52030829,0,0,-0.117699139999999,-3.70433824,0,0
2,2013-08-14,37.6046,127.032,44.7624,0.5141,57.15242767,83.67937469,0.16920067125000002,0.0004061625,6.657371114,49.52473563,5039.694336,33.4,23.6,-0.2,-0.2,0.262379080000002,-2.29030428,-2.97774865,1.70646919,-3.60464127,0.148515250000003,-2.80806719,-0.660731220000002,0,0,-1.10159925,-2.36298756,0.0267454100000002,0.92352683
3,2013-08-14,37.5776,127.058,33.3068,0.2661,53.08794785,80.15353394,0.19181340924999996,0.00377312775,7.357553124,13.39184766,5034.395996,32.7,25.9,-0.7,-0.1,0.508010579999997,-1.55008598,-1.79615547,0.158846150000002,-1.48330902,-0.895079790000004,-1.17517577,-1.64125498,0,0,-0.284950779999999,-5.12377452,-0.263967430000001,-0.761369990000002
4,2013-08-14,37.645,127.022,45.716,2.5348,66.2349472,94.71968079,0.12761228924999998,0.0,6.020297507,78.454334,5024.993652,33.4,25.5,-0.8,-0.2,1.85666153,0.81871271,0.439157659999999,2.78505999,0.298541999999998,1.9382816,0.698513349999999,1.52575993,0,0,1.60819789,-1.24460029,1.13002599,0.836197700000003
5,2013-08-14,37.5507,127.135,35.038,0.5055,57.65390396,90.44618988,0.20129181000000002,0.01577760725,6.519897481,113.1787942,5024.069336,33.1,24.6,-1.0,0.3,1.61790016,-1.50790447,-1.68784761,1.93327387,-1.82313307,1.25018713,-1.3377538,-0.496227919999995,0,0,-0.72684567,-3.41360591,-0.112394739999999,1.59240932
6,2013-08-14,37.5102,127.042,54.6384,0.1457,53.44350052,84.1770401,0.218608311,0.041973027,7.325310926,58.09867573,5037.928223,33.8,26.1,-0.1,-0.2,0.75052324,-0.125301619999998,-0.722126579999998,1.59858652,-0.421210009999999,0.241395699999998,-0.39544003,-0.768040669999998,0,0,0.384926650000001,-3.68971518,0.018081770000002,1.255846
7,2013-08-14,37.5776,126.838,12.37,0.0985,66.43795776,90.99015808,0.1615689675,0.0105363355,6.724569708,129.9265731,5017.061523,32.6,26.2,-1.0,0.0,1.50905969,-0.665741239999999,-0.212811439999999,2.13414872,-0.14134134,2.1339496,0.0777584199999986,1.73560475,0,0,0.695309269999999,-1.43154719,0.42983212,0.94491567
8,2013-08-14,37.4697,126.91,52.518,1.5629,55.20849228,87.65366364,0.21618799575,0.10140537225,6.84456857,52.53119095,5020.958008,33.4,26.2,0.3,-0.2,0.728705780000002,-0.10265888,-0.382313790000001,1.60222084,-0.339531100000002,0.131847290000003,-0.11911057,-0.279815319999997,0,0,0.337755789999999,-3.2183428,0.46973393,1.09943848
9,2013-08-14,37.4967,126.826,50.9312,0.4125,62.51206207,89.31221771,0.1772995555,0.09589725725,6.754873315,91.89655981,5047.208984,33.8,24.6,0.5,-0.4,1.58202389,-1.35153496,-1.5357878,2.92678121,-1.36494338,1.22760341,-1.06062033,1.90385669,0,0,-0.652514799999999,-2.74451749,-0.276533790000002,1.44867676
